t_epoch,t_rel,total_frames,window,dnd,idle,privacy,emergency,alert_active,primary_proc,secondary_proc,secondary_drop
1776533456.367,270.366,639171,dnd,1,0,0,0,0,0,0,0
1776533457.367,271.366,639223,dnd,1,0,1,0,0,0,0,0
1776533458.368,272.366,639276,dnd,1,0,1,0,0,0,0,0
1776533459.368,273.366,639328,dnd,1,0,1,0,0,0,0,0
1776533460.367,274.366,639380,dnd,1,0,1,0,0,0,0,0
1776533461.367,275.366,639432,dnd,1,0,1,0,0,0,0,0
1776533462.367,276.366,639485,dnd,1,0,1,0,0,0,0,0
1776533463.367,277.366,639537,dnd,1,0,1,0,0,0,0,0
1776533464.366,278.366,639589,dnd,1,0,1,0,0,0,0,0
1776533465.369,279.366,639642,dnd,1,0,1,0,0,0,0,0
1776533466.367,280.366,639694,dnd,1,0,1,0,0,0,0,0
1776533467.368,281.366,639746,dnd,1,0,1,0,0,0,0,0
1776533468.372,282.366,639799,dnd,1,0,1,0,0,0,0,0
1776533469.366,283.366,639851,dnd,1,0,1,0,0,0,0,0
1776533470.372,284.366,639904,dnd,1,0,1,0,0,0,0,0
1776533471.367,285.366,639955,dnd,1,0,1,0,0,0,0,0
1776533472.371,286.366,640008,dnd,1,0,1,0,0,0,0,0
1776533473.370,287.366,640060,dnd,1,0,1,0,0,0,0,0
1776533474.367,288.366,640113,dnd,1,0,1,0,0,0,0,0
1776533475.371,289.367,640165,dnd,1,0,1,0,0,0,0,0
1776533476.366,290.366,640217,dnd,1,0,1,0,0,0,0,0
1776533477.368,291.366,640269,dnd,1,0,1,0,0,0,0,0
1776533478.371,292.368,640322,dnd,1,0,1,0,0,0,0,0
1776533479.367,293.366,640374,dnd,1,0,1,0,0,0,0,0
1776533480.369,294.366,640426,dnd,1,0,1,0,0,0,0,0
1776533481.372,295.366,640479,dnd,1,0,1,0,0,0,0,0
1776533482.366,296.366,640531,dnd,1,0,1,0,0,0,0,0
1776533483.368,297.366,640583,dnd,1,0,1,0,0,0,0,0
1776533484.371,298.366,640636,dnd,1,0,1,0,0,0,0,0
1776533485.368,299.366,640688,dnd,1,0,1,0,0,0,0,0
1776533486.369,300.366,640740,privacy,0,0,1,0,0,0,0,0
1776533487.372,301.366,640784,active_or_baseline,0,0,0,0,0,0,0,0
1776533488.374,302.367,640841,privacy,0,0,1,0,0,0,0,0
1776533489.368,303.366,640897,privacy,0,0,1,0,0,0,0,0
1776533490.368,304.366,640949,privacy,0,0,1,0,0,0,0,0
1776533491.375,305.367,641002,privacy,0,0,1,0,0,0,0,0
1776533492.369,306.366,641054,privacy,0,0,1,0,0,0,0,0
1776533493.369,307.366,641106,privacy,0,0,1,0,0,0,0,0
1776533494.375,308.366,641158,privacy,0,0,1,0,0,0,0,0
1776533495.370,309.366,641211,privacy,0,0,1,0,0,0,0,0
1776533496.367,310.366,641263,privacy,0,0,1,0,0,0,0,0
1776533497.367,311.366,641315,privacy,0,0,1,0,0,0,0,0
1776533498.369,312.368,641368,privacy,0,0,1,0,0,0,0,0
1776533499.367,313.367,641420,privacy,0,0,1,0,0,0,0,0
1776533500.367,314.366,641472,privacy,0,0,1,0,0,0,0,0
1776533501.368,315.368,641525,privacy,0,0,1,0,0,0,0,0
1776533502.370,316.366,641577,privacy,0,0,1,0,0,0,0,0
1776533503.369,317.367,641629,privacy,0,0,1,0,0,0,0,0
1776533504.367,318.366,641682,privacy,0,0,1,0,0,0,0,0
1776533505.368,319.367,641734,privacy,0,0,1,0,0,0,0,0
1776533506.367,320.366,641786,privacy,0,0,1,0,0,0,0,0
1776533507.389,321.368,641839,privacy,0,0,1,0,0,0,0,0
1776533508.373,322.366,641890,privacy,0,0,1,0,0,0,0,0
1776533509.367,323.366,641942,privacy,0,0,1,0,0,0,0,0
1776533510.366,324.366,641994,privacy,0,0,1,0,0,0,0,0
1776533511.370,325.367,642047,privacy,0,0,1,0,0,0,0,0
1776533512.366,326.366,642099,privacy,0,0,1,0,0,0,0,0
1776533513.367,327.366,642151,privacy,0,0,1,0,0,0,0,0
1776533514.372,328.366,642204,privacy,0,0,1,0,0,0,0,0
1776533515.366,329.366,642256,privacy,0,0,1,0,0,0,0,0
1776533518.917,330.366,642442,privacy,0,0,1,0,1,0,0,0
1776533518.939,332.932,642443,privacy,0,0,1,0,1,0,0,0
1776533519.938,333.932,642495,privacy,0,0,1,0,1,0,0,0
1776533520.942,334.932,642548,privacy,0,0,1,0,0,0,0,0
1776533521.934,335.934,642600,privacy,0,0,1,0,0,0,0,0
