epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,4743.21,1.00505,0.85128,1.19526,0.83954,0.76128,0.8007,0.61436,1.30039,1.22523,1.39931,0.00798325,0.00266108,0.00798325,0.00266108,0.00798325,0.00266108,0.00798325,0.00266108
133,4778.95,1.00433,0.83943,1.18904,0.84525,0.75969,0.80065,0.61353,1.29767,1.22691,1.39695,0.00777592,0.00259197,0.00777592,0.00259197,0.00777592,0.00259197,0.00777592,0.00259197
134,4814.8,0.99783,0.84302,1.19519,0.85019,0.75205,0.80103,0.61331,1.30051,1.23165,1.40106,0.00757036,0.00252345,0.00757036,0.00252345,0.00757036,0.00252345,0.00757036,0.00252345
135,4850.56,0.99335,0.83276,1.18975,0.86052,0.74567,0.80234,0.61344,1.30257,1.23468,1.40365,0.00736664,0.00245555,0.00736664,0.00245555,0.00736664,0.00245555,0.00736664,0.00245555
136,4886.21,0.99001,0.82848,1.18809,0.85286,0.75571,0.80136,0.61303,1.30423,1.23818,1.40629,0.00716481,0.00238827,0.00716481,0.00238827,0.00716481,0.00238827,0.00716481,0.00238827
137,4921.77,0.99659,0.84074,1.18981,0.84345,0.76098,0.80293,0.61368,1.30438,1.23834,1.40579,0.0069649,0.00232163,0.0069649,0.00232163,0.0069649,0.00232163,0.0069649,0.00232163
138,4957.47,0.99149,0.82173,1.18648,0.86163,0.7457,0.80359,0.61188,1.30661,1.23691,1.40693,0.00676698,0.00225566,0.00676698,0.00225566,0.00676698,0.00225566,0.00676698,0.00225566
139,4992.98,0.97489,0.80864,1.17864,0.85834,0.75193,0.80322,0.61183,1.30688,1.23832,1.40725,0.00657109,0.00219036,0.00657109,0.00219036,0.00657109,0.00219036,0.00657109,0.00219036
140,5028.81,0.98956,0.81358,1.17965,0.85214,0.75344,0.8044,0.61208,1.30657,1.24001,1.40637,0.00637728,0.00212576,0.00637728,0.00212576,0.00637728,0.00212576,0.00637728,0.00212576
141,5064.58,0.98891,0.83018,1.18516,0.83861,0.75692,0.80361,0.61205,1.30655,1.24287,1.40583,0.0061856,0.00206187,0.0061856,0.00206187,0.0061856,0.00206187,0.0061856,0.00206187
142,5100.39,0.98087,0.814,1.17915,0.82669,0.77071,0.80211,0.61317,1.30768,1.24664,1.40719,0.0059961,0.0019987,0.0059961,0.0019987,0.0059961,0.0019987,0.0059961,0.0019987
143,5136.33,0.97793,0.8096,1.17849,0.82629,0.77041,0.80023,0.61415,1.30801,1.24913,1.40771,0.00580881,0.00193627,0.00580881,0.00193627,0.00580881,0.00193627,0.00580881,0.00193627
144,5172.04,0.97275,0.80491,1.17462,0.82661,0.76852,0.80109,0.61196,1.30909,1.25115,1.40987,0.0056238,0.0018746,0.0056238,0.0018746,0.0056238,0.0018746,0.0056238,0.0018746
145,5207.75,0.96631,0.78904,1.16605,0.82257,0.77276,0.80008,0.6114,1.30958,1.25317,1.41099,0.0054411,0.0018137,0.0054411,0.0018137,0.0054411,0.0018137,0.0054411,0.0018137
146,5243.33,0.9802,0.8022,1.17223,0.82254,0.7691,0.79987,0.60877,1.30967,1.25676,1.41201,0.00526075,0.00175358,0.00526075,0.00175358,0.00526075,0.00175358,0.00526075,0.00175358
147,5278.96,0.97139,0.79711,1.17399,0.8411,0.752,0.80011,0.60791,1.3097,1.2596,1.41273,0.00508281,0.00169427,0.00508281,0.00169427,0.00508281,0.00169427,0.00508281,0.00169427
148,5314.51,0.9727,0.79913,1.17293,0.84265,0.7518,0.79971,0.61232,1.30948,1.26213,1.41259,0.00490732,0.00163577,0.00490732,0.00163577,0.00490732,0.00163577,0.00490732,0.00163577
149,5349.89,0.96081,0.79166,1.17002,0.84201,0.75364,0.79959,0.61108,1.31036,1.26543,1.41386,0.00473432,0.00157811,0.00473432,0.00157811,0.00473432,0.00157811,0.00473432,0.00157811
150,5385.43,0.9614,0.78487,1.16538,0.84052,0.75273,0.80021,0.61072,1.31096,1.26833,1.41436,0.00456385,0.00152128,0.00456385,0.00152128,0.00456385,0.00152128,0.00456385,0.00152128
151,5420.98,0.96401,0.78809,1.16899,0.84186,0.75009,0.79908,0.61034,1.31124,1.26881,1.41515,0.00439596,0.00146532,0.00439596,0.00146532,0.00439596,0.00146532,0.00439596,0.00146532
152,5456.38,0.96466,0.78599,1.17005,0.8391,0.75472,0.79895,0.6115,1.31224,1.26652,1.41648,0.00423068,0.00141023,0.00423068,0.00141023,0.00423068,0.00141023,0.00423068,0.00141023
153,5492.09,0.9587,0.7833,1.16245,0.83972,0.75441,0.79931,0.61158,1.31287,1.26672,1.41698,0.00406806,0.00135602,0.00406806,0.00135602,0.00406806,0.00135602,0.00406806,0.00135602
154,5527.76,0.95936,0.77873,1.16115,0.83876,0.75455,0.79833,0.6112,1.31281,1.2687,1.41709,0.00390814,0.00130271,0.00390814,0.00130271,0.00390814,0.00130271,0.00390814,0.00130271
155,5563.42,0.94765,0.78258,1.16177,0.83812,0.755,0.79806,0.61226,1.313,1.26963,1.41763,0.00375096,0.00125032,0.00375096,0.00125032,0.00375096,0.00125032,0.00375096,0.00125032
156,5599.16,0.9473,0.76187,1.15425,0.83955,0.75407,0.798,0.6138,1.31358,1.27167,1.41799,0.00359655,0.00119885,0.00359655,0.00119885,0.00359655,0.00119885,0.00359655,0.00119885
157,5634.84,0.94618,0.76536,1.15392,0.8412,0.75485,0.79984,0.61351,1.31361,1.27229,1.41742,0.00344496,0.00114832,0.00344496,0.00114832,0.00344496,0.00114832,0.00344496,0.00114832
158,5670.58,0.95611,0.77543,1.15804,0.84334,0.75243,0.80023,0.61213,1.31434,1.27358,1.41778,0.00329621,0.00109874,0.00329621,0.00109874,0.00329621,0.00109874,0.00329621,0.00109874
159,5706.39,0.93409,0.76073,1.15531,0.84581,0.75371,0.80092,0.61227,1.31506,1.27446,1.41839,0.00315036,0.00105012,0.00315036,0.00105012,0.00315036,0.00105012,0.00315036,0.00105012
160,5742.12,0.94091,0.76586,1.15574,0.84567,0.75172,0.80113,0.6134,1.31522,1.27614,1.41922,0.00300743,0.00100248,0.00300743,0.00100248,0.00300743,0.00100248,0.00300743,0.00100248
161,5777.85,0.93572,0.75385,1.15262,0.84746,0.75261,0.80144,0.61405,1.31551,1.27709,1.41991,0.00286746,0.00095582,0.00286746,0.00095582,0.00286746,0.00095582,0.00286746,0.00095582
162,5813.7,0.9334,0.75061,1.14889,0.84758,0.75209,0.8017,0.61421,1.3164,1.27791,1.42089,0.00273048,0.00091016,0.00273048,0.00091016,0.00273048,0.00091016,0.00273048,0.00091016
163,5849.27,0.93415,0.75567,1.14478,0.85027,0.74967,0.80159,0.61379,1.31704,1.27782,1.42196,0.00259653,0.000865511,0.00259653,0.000865511,0.00259653,0.000865511,0.00259653,0.000865511
164,5884.9,0.93013,0.74731,1.14613,0.85095,0.74767,0.80162,0.61545,1.3171,1.27694,1.42171,0.00246564,0.000821881,0.00246564,0.000821881,0.00246564,0.000821881,0.00246564,0.000821881
165,5920.51,0.92859,0.75299,1.14581,0.85061,0.74757,0.80163,0.61493,1.31688,1.27597,1.42189,0.00233785,0.000779283,0.00233785,0.000779283,0.00233785,0.000779283,0.00233785,0.000779283
166,5956.1,0.93945,0.75558,1.1513,0.84826,0.74861,0.80163,0.61487,1.31744,1.27675,1.4223,0.00221318,0.000737725,0.00221318,0.000737725,0.00221318,0.000737725,0.00221318,0.000737725
167,5991.46,0.92878,0.74372,1.14832,0.84928,0.74675,0.80106,0.61389,1.31752,1.27622,1.42196,0.00209166,0.00069722,0.00209166,0.00069722,0.00209166,0.00069722,0.00209166,0.00069722
168,6027.05,0.92263,0.74141,1.14052,0.84105,0.7576,0.80109,0.61471,1.31744,1.27572,1.42164,0.00197333,0.000657777,0.00197333,0.000657777,0.00197333,0.000657777,0.00197333,0.000657777
169,6062.59,0.93323,0.75198,1.14439,0.83921,0.75628,0.8008,0.61583,1.31739,1.27534,1.42169,0.00185821,0.000619405,0.00185821,0.000619405,0.00185821,0.000619405,0.00185821,0.000619405
170,6098.36,0.92306,0.73864,1.1421,0.83457,0.76065,0.80095,0.61595,1.31804,1.276,1.42186,0.00174634,0.000582114,0.00174634,0.000582114,0.00174634,0.000582114,0.00174634,0.000582114
171,6133.93,0.91581,0.73332,1.14157,0.83799,0.75364,0.80122,0.61771,1.3175,1.27658,1.42125,0.00163774,0.000545913,0.00163774,0.000545913,0.00163774,0.000545913,0.00163774,0.000545913
172,6169.75,0.92049,0.7427,1.14012,0.83969,0.75252,0.80125,0.61598,1.3176,1.27707,1.42181,0.00153243,0.000510811,0.00153243,0.000510811,0.00153243,0.000510811,0.00153243,0.000510811
173,6206.52,0.91723,0.73531,1.13789,0.83969,0.75168,0.80145,0.61566,1.318,1.27802,1.42242,0.00143045,0.000476817,0.00143045,0.000476817,0.00143045,0.000476817,0.00143045,0.000476817
174,6242.82,0.91552,0.72858,1.13742,0.84119,0.75105,0.80125,0.6161,1.31814,1.2788,1.42241,0.00133182,0.000443939,0.00133182,0.000443939,0.00133182,0.000443939,0.00133182,0.000443939
175,6278.58,0.903,0.72153,1.13246,0.8408,0.75142,0.80123,0.61643,1.31815,1.27968,1.42238,0.00123656,0.000412186,0.00123656,0.000412186,0.00123656,0.000412186,0.00123656,0.000412186
176,6314.24,0.92095,0.73346,1.13953,0.82861,0.76325,0.80102,0.61637,1.31774,1.27935,1.42233,0.00114469,0.000381564,0.00114469,0.000381564,0.00114469,0.000381564,0.00114469,0.000381564
177,6350.25,0.92136,0.73088,1.13592,0.83984,0.74798,0.80047,0.61867,1.31823,1.28061,1.42256,0.00105625,0.000352082,0.00105625,0.000352082,0.00105625,0.000352082,0.00105625,0.000352082
178,6385.95,0.92224,0.73718,1.1383,0.84359,0.7474,0.8005,0.61983,1.31809,1.2808,1.42237,0.000971243,0.000323748,0.000971243,0.000323748,0.000971243,0.000323748,0.000971243,0.000323748
179,6421.79,0.92111,0.73356,1.1444,0.84334,0.74742,0.79997,0.61958,1.31822,1.28225,1.42224,0.0008897,0.000296567,0.0008897,0.000296567,0.0008897,0.000296567,0.0008897,0.000296567
